"First Name","Gender","Start Date","Last Login Time","Salary","Bonus %","State","Abbreviation"
Paul,,2011-02-18 00:00:00.000,"12:23 PM",91462,18.704,Massachusetts,MA
,Male,1996-12-27 00:00:00.000,"7:07 AM",139959,8.992,Massachusetts,MA
Brian,Male,2007-04-07 00:00:00.000,"10:47 PM",93901,17.821,Massachusetts,MA
Julie,,1980-05-08 00:00:00.000,"6:31 AM",50529,17.263,Massachusetts,MA
Bruce,Male,2007-01-28 00:00:00.000,"11:10 PM",134988,13.926,Massachusetts,MA
Joan,Female,2007-10-02 00:00:00.000,"2:53 AM",120941,3.694,Massachusetts,MA
Harold,Male,2007-05-15 00:00:00.000,"6:37 PM",118753,8.162,Massachusetts,MA
Alice,Female,1995-10-16 00:00:00.000,"9:19 PM",92799,2.782,Massachusetts,MA
Barbara,Female,2011-11-12 00:00:00.000,"12:35 AM",85718,13.326,Massachusetts,MA
Sarah,Female,1999-04-06 00:00:00.000,"11:17 AM",109517,5.146,Massachusetts,MA
Samuel,Male,2012-05-25 00:00:00.000,"4:40 PM",85550,11.593,Massachusetts,MA
,Male,1990-05-23 00:00:00.000,"2:09 AM",136655,9.801,Massachusetts,MA
Barbara,,2002-08-02 00:00:00.000,"5:13 AM",43312,8.218,Massachusetts,MA
Amy,,1984-05-19 00:00:00.000,"11:47 AM",102839,10.385,Massachusetts,MA
Frank,Male,2009-03-02 00:00:00.000,"9:15 PM",78891,7.927,Massachusetts,MA
Robin,,2005-09-16 00:00:00.000,"1:26 AM",93201,11.712,Massachusetts,MA
Debra,Female,2011-03-17 00:00:00.000,"1:12 PM",84693,6.976,Massachusetts,MA
Brandon,,2004-05-31 00:00:00.000,"3:36 PM",73587,9.769,Massachusetts,MA
Thomas,Male,1991-09-07 00:00:00.000,"9:51 AM",65251,11.211,Massachusetts,MA
Harry,Male,2015-09-23 00:00:00.000,"1:36 AM",129148,15.193,Massachusetts,MA
Todd,Male,1993-07-04 00:00:00.000,"6:53 PM",128175,18.473,Massachusetts,MA
Patricia,Female,1998-03-07 00:00:00.000,"1:10 AM",75825,7.839,Massachusetts,MA
Steve,Male,2002-01-11 00:00:00.000,"9:17 PM",51821,1.197,Massachusetts,MA
,Male,1995-04-07 00:00:00.000,"4:32 AM",60411,12.048,Massachusetts,MA
Edward,Male,1997-11-27 00:00:00.000,"1:00 AM",58327,17.095,Massachusetts,MA
Karen,Female,2014-01-09 00:00:00.000,"10:09 PM",46478,16.552,Massachusetts,MA
Martin,,2001-02-06 00:00:00.000,"4:17 AM",123963,15.745,Massachusetts,MA
Ann,Female,1994-09-28 00:00:00.000,"5:44 AM",79796,9.851,Massachusetts,MA
Jonathan,Male,1984-07-30 00:00:00.000,"6:02 PM",83809,12.922,Massachusetts,MA
Peter,Male,1982-03-22 00:00:00.000,"7:28 AM",77933,13.132,Massachusetts,MA
Eric,Male,1993-06-15 00:00:00.000,"3:56 AM",51070,13.806,Massachusetts,MA
Jason,,1988-04-15 00:00:00.000,"8:16 PM",97480,11.518,Massachusetts,MA
Terry,Male,2010-10-21 00:00:00.000,"11:18 PM",58357,7.969,Massachusetts,MA
John,Male,1999-01-29 00:00:00.000,"3:07 AM",67165,13.001,Massachusetts,MA
Marie,Female,1983-04-08 00:00:00.000,"2:01 PM",145988,18.685,Massachusetts,MA
Harold,Male,2010-04-16 00:00:00.000,"5:13 AM",147417,11.626,Massachusetts,MA
Joshua,Male,1997-06-27 00:00:00.000,"3:23 PM",95003,5.197,Massachusetts,MA
Brandon,,1992-09-05 00:00:00.000,"2:32 AM",144187,11.416,Massachusetts,MA
Andrea,Female,2001-12-10 00:00:00.000,"6:40 AM",37888,13.47,Massachusetts,MA
Jeremy,Male,1991-05-19 00:00:00.000,"1:40 PM",131513,1.876,Massachusetts,MA
Daniel,Male,2016-02-29 00:00:00.000,"4:04 AM",77287,13.0,Massachusetts,MA
Roy,Male,2004-05-10 00:00:00.000,"1:22 PM",46875,12.942,Massachusetts,MA
Dorothy,Female,2008-10-08 00:00:00.000,"12:22 AM",82744,19.111,Massachusetts,MA
Steven,Male,1986-09-07 00:00:00.000,"12:32 AM",43252,18.892,Massachusetts,MA
Nicole,Female,2009-04-26 00:00:00.000,"12:40 AM",66047,18.674,Massachusetts,MA
Ann,Female,2001-07-16 00:00:00.000,"9:27 AM",118431,12.772,Massachusetts,MA
Henry,Male,1986-05-12 00:00:00.000,"2:04 AM",59943,1.432,Massachusetts,MA
,Male,2009-06-17 00:00:00.000,"1:00 PM",136681,3.655,Massachusetts,MA
,Female,1994-12-18 00:00:00.000,"8:42 PM",138807,1.4,Massachusetts,MA
Barbara,Female,2002-11-26 00:00:00.000,"5:32 AM",82884,6.837,Massachusetts,MA
Judy,Female,2011-04-05 00:00:00.000,"1:44 AM",48668,11.716,Massachusetts,MA
Lawrence,Male,2011-07-23 00:00:00.000,"3:41 AM",122971,14.618,Massachusetts,MA
Joseph,Male,2010-10-10 00:00:00.000,"11:12 PM",107050,12.737,Massachusetts,MA
Carlos,Male,1981-01-25 00:00:00.000,"10:00 AM",138598,14.737,Massachusetts,MA
Russell,,2009-05-09 00:00:00.000,"11:59 AM",149456,3.533,Massachusetts,MA
Jane,Female,1999-07-10 00:00:00.000,"7:02 PM",128540,15.941,Massachusetts,MA
Martin,Male,2016-02-25 00:00:00.000,"6:29 PM",61117,2.844,Massachusetts,MA
Steven,Male,1980-05-30 00:00:00.000,"8:25 PM",100949,13.813,Massachusetts,MA
Judy,,2011-07-15 00:00:00.000,"3:38 PM",46829,5.19,Massachusetts,MA
James,Male,2008-02-16 00:00:00.000,"2:49 AM",69111,14.625,Massachusetts,MA
Gloria,Female,2004-08-19 00:00:00.000,"10:31 AM",46602,1.027,Massachusetts,MA
Ernest,Male,2001-06-30 00:00:00.000,"1:46 PM",61181,16.559,Massachusetts,MA
Martha,Female,1997-07-17 00:00:00.000,"11:11 PM",94963,19.626,Massachusetts,MA
Janet,,1986-01-25 00:00:00.000,"5:48 AM",85789,9.712,Massachusetts,MA
Louis,,1983-02-05 00:00:00.000,"6:39 PM",145274,16.379,Massachusetts,MA
Tina,Female,1999-08-06 00:00:00.000,"3:18 AM",102841,3.369,Massachusetts,MA
Henry,Male,2007-02-23 00:00:00.000,"3:24 AM",49665,18.338,Massachusetts,MA
Antonio,Male,1999-06-06 00:00:00.000,"10:54 PM",41928,5.478,Massachusetts,MA
Lisa,Female,2007-04-11 00:00:00.000,"1:04 AM",128042,2.03,Massachusetts,MA
Denise,Female,1984-02-19 00:00:00.000,"6:22 AM",86150,3.997,Massachusetts,MA
Stephen,Male,1984-10-21 00:00:00.000,"6:26 AM",121816,10.615,Massachusetts,MA
Benjamin,Male,1988-04-12 00:00:00.000,"11:32 PM",123409,7.783,Massachusetts,MA
Carl,,2007-08-18 00:00:00.000,"8:01 AM",98295,7.617,Massachusetts,MA
Ruth,Female,1980-09-02 00:00:00.000,"6:52 AM",59678,10.895,Massachusetts,MA
Shawn,Male,2006-12-29 00:00:00.000,"3:05 AM",57871,4.02,Massachusetts,MA
Jennifer,Female,2015-03-31 00:00:00.000,"7:43 PM",132084,10.006,Massachusetts,MA
Terry,Male,2004-11-10 00:00:00.000,"4:33 AM",35633,3.947,Massachusetts,MA
Jacqueline,Female,2008-07-27 00:00:00.000,"12:08 PM",125298,3.019,Massachusetts,MA
Roger,Male,1988-05-02 00:00:00.000,"10:04 PM",115582,15.343,Massachusetts,MA
Alice,,1995-04-23 00:00:00.000,"6:35 AM",148339,11.479,Massachusetts,MA
Justin,Male,1991-07-25 00:00:00.000,"12:45 AM",112975,9.699,Massachusetts,MA
Janet,Female,2008-07-12 00:00:00.000,"12:10 PM",36927,18.769,Massachusetts,MA
Robin,Female,2004-03-26 00:00:00.000,"5:41 PM",70248,9.66,Massachusetts,MA
Samuel,,2002-10-07 00:00:00.000,"3:08 AM",141305,9.849,Massachusetts,MA
Katherine,Female,2006-09-22 00:00:00.000,"8:08 PM",72002,13.178,Massachusetts,MA
Peter,Male,1991-05-22 00:00:00.000,"1:39 AM",102577,12.026,Massachusetts,MA
Lillian,Female,2009-08-14 00:00:00.000,"5:41 AM",113554,18.018,Massachusetts,MA
,Male,1986-10-24 00:00:00.000,"9:23 AM",47176,10.736,Massachusetts,MA
,Female,2000-06-18 00:00:00.000,"7:36 AM",106428,10.867,Massachusetts,MA
Rose,Female,1999-11-03 00:00:00.000,"9:06 AM",75181,6.06,Massachusetts,MA
Bobby,Male,2004-09-30 00:00:00.000,"10:52 PM",79047,18.784,Massachusetts,MA
Kimberly,Female,1986-04-20 00:00:00.000,"3:55 PM",52970,4.513,Massachusetts,MA
Antonio,Male,2003-12-28 00:00:00.000,"4:17 AM",137979,5.266,Massachusetts,MA
Doris,Female,1984-09-08 00:00:00.000,"7:03 PM",114360,17.799,Massachusetts,MA
Steven,Male,2009-07-05 00:00:00.000,"4:55 AM",110306,16.843,Massachusetts,MA
Lawrence,Male,1995-07-03 00:00:00.000,"10:55 PM",46378,9.127,Massachusetts,MA
,Male,1986-05-06 00:00:00.000,"4:41 PM",74104,17.68,Massachusetts,MA
,,1991-04-15 00:00:00.000,"3:39 AM",132505,13.592,Massachusetts,MA
Stephanie,Female,1982-09-14 00:00:00.000,"8:14 AM",96649,3.453,Massachusetts,MA
,Female,1982-07-24 00:00:00.000,"12:00 AM",57811,8.941,Massachusetts,MA
Sandra,Female,1989-09-07 00:00:00.000,"4:17 PM",111468,2.58,Massachusetts,MA
Kevin,Male,2005-07-01 00:00:00.000,"3:22 PM",141498,4.135,Massachusetts,MA
Michelle,,2012-03-31 00:00:00.000,"6:28 AM",124441,16.353,Massachusetts,MA
Lisa,Female,2000-07-08 00:00:00.000,"9:19 PM",40121,6.293,Massachusetts,MA
Fred,Male,1989-03-03 00:00:00.000,"2:27 AM",129712,11.058,Massachusetts,MA
Joseph,Male,1982-11-04 00:00:00.000,"9:46 PM",126010,19.601,Massachusetts,MA
Anne,,1996-04-18 00:00:00.000,"11:57 PM",122762,9.564,Massachusetts,MA
Andrea,Female,1999-07-22 00:00:00.000,"9:25 AM",149105,13.707,Massachusetts,MA
Nicole,Female,2004-03-01 00:00:00.000,"5:17 PM",44021,10.286,Massachusetts,MA
Theresa,,1995-10-07 00:00:00.000,"10:16 AM",42025,3.319,Massachusetts,MA
Catherine,Female,1986-08-31 00:00:00.000,"6:20 PM",59970,12.801,Massachusetts,MA
Rose,Female,1982-12-31 00:00:00.000,"6:50 PM",145001,19.85,Massachusetts,MA
Lawrence,Male,1984-10-01 00:00:00.000,"2:06 PM",102589,17.952,Massachusetts,MA
Raymond,Male,1986-12-12 00:00:00.000,"12:18 PM",47529,2.712,Massachusetts,MA
Clarence,Male,1989-08-05 00:00:00.000,"6:11 PM",148941,11.517,Massachusetts,MA
Ryan,Male,1988-04-15 00:00:00.000,"5:18 AM",91109,17.499,Massachusetts,MA
Jane,Female,1992-01-12 00:00:00.000,"1:23 PM",51923,13.623,Massachusetts,MA
Lois,Female,2012-07-28 00:00:00.000,"11:39 AM",53954,19.075,Massachusetts,MA
Shawn,Male,2008-03-17 00:00:00.000,"2:12 PM",39335,10.664,Massachusetts,MA
Thomas,Male,1990-05-03 00:00:00.000,"9:29 AM",111371,15.081,Massachusetts,MA
Kathryn,Female,2008-01-29 00:00:00.000,"12:29 AM",86676,6.081,Massachusetts,MA
Mary,Female,2011-11-06 00:00:00.000,"8:32 AM",115057,2.089,Massachusetts,MA
Julie,Female,1980-03-08 00:00:00.000,"5:13 AM",145357,3.459,Massachusetts,MA
George,Male,1995-09-27 00:00:00.000,"5:04 PM",36749,19.754,Massachusetts,MA
Ralph,Male,2000-02-10 00:00:00.000,"4:48 PM",89854,7.227,Massachusetts,MA
Judith,Female,1989-09-03 00:00:00.000,"11:16 AM",134048,6.818,Massachusetts,MA
,Male,1994-12-13 00:00:00.000,"10:34 AM",141311,5.478,Massachusetts,MA
Evelyn,Female,2002-02-10 00:00:00.000,"4:44 AM",123621,19.767,Massachusetts,MA
Rachel,Female,2011-06-23 00:00:00.000,"12:52 AM",54941,3.221,Massachusetts,MA
Maria,,1986-01-18 00:00:00.000,"8:36 PM",106562,4.0,Massachusetts,MA
Kelly,Female,2007-03-17 00:00:00.000,"6:20 PM",39371,4.068,Massachusetts,MA
Ruby,Female,2008-05-31 00:00:00.000,"8:41 PM",83112,4.083,Massachusetts,MA
Ann,Female,1980-10-03 00:00:00.000,"1:08 AM",96941,10.048,Massachusetts,MA
Kenneth,Male,1985-12-14 00:00:00.000,"6:55 AM",47232,17.862,Massachusetts,MA
William,Male,1993-11-18 00:00:00.000,"12:27 PM",54058,5.182,Massachusetts,MA
,Female,1980-12-27 00:00:00.000,"2:27 AM",80399,12.254,Massachusetts,MA
Deborah,Female,2009-02-26 00:00:00.000,"10:17 AM",118043,7.266,Massachusetts,MA
,Male,2009-11-12 00:00:00.000,"2:30 PM",109411,9.494,Massachusetts,MA
Julia,Female,2014-08-18 00:00:00.000,"3:12 AM",97566,2.147,Massachusetts,MA
Robert,,2000-12-04 00:00:00.000,"1:20 AM",69267,5.89,Massachusetts,MA
,,1988-08-01 00:00:00.000,"1:35 AM",87103,5.665,Massachusetts,MA
Jesse,,2014-07-16 00:00:00.000,"2:24 AM",98811,7.487,Massachusetts,MA
Cynthia,Female,2006-07-12 00:00:00.000,"8:55 AM",149684,7.864,Massachusetts,MA
Johnny,Male,2007-01-14 00:00:00.000,"2:54 PM",71383,2.097,Massachusetts,MA
Michael,Male,2002-08-31 00:00:00.000,"1:20 AM",81206,19.908,Massachusetts,MA
Kenneth,Male,2015-01-15 00:00:00.000,"2:41 PM",69112,7.588,Massachusetts,MA
Keith,Male,2003-02-12 00:00:00.000,"3:02 PM",120672,19.467,Massachusetts,MA
Gerald,Male,2010-05-28 00:00:00.000,"12:26 PM",96511,9.331,Massachusetts,MA
Carl,,1982-02-11 00:00:00.000,"7:54 AM",49325,2.071,Massachusetts,MA
Douglas,Male,2007-08-04 00:00:00.000,"5:23 AM",132175,2.28,Massachusetts,MA
Carolyn,Female,2004-03-17 00:00:00.000,"6:38 AM",118037,13.492,Massachusetts,MA
Joseph,Male,1985-05-23 00:00:00.000,"10:16 PM",139570,15.804,Massachusetts,MA
Billy,Male,2000-04-06 00:00:00.000,"3:14 PM",115280,9.153,Massachusetts,MA
Joyce,Female,2001-07-25 00:00:00.000,"6:04 AM",51065,16.807,Massachusetts,MA
Lillian,Female,2002-08-26 00:00:00.000,"8:53 AM",103854,4.924,Massachusetts,MA
Ruby,Female,2006-08-13 00:00:00.000,"6:27 PM",48354,19.501,Massachusetts,MA
Sandra,Female,1998-02-07 00:00:00.000,"12:39 PM",132327,19.264,Massachusetts,MA
Louise,Female,1982-02-26 00:00:00.000,"1:03 AM",106362,8.965,Massachusetts,MA
Maria,,1985-06-19 00:00:00.000,"1:48 AM",148857,8.738,Massachusetts,MA
Brenda,Female,1981-01-03 00:00:00.000,"6:01 PM",131131,11.682,Massachusetts,MA
Stephen,Male,1990-09-10 00:00:00.000,"10:42 PM",129663,15.574,Massachusetts,MA
Nicole,,1981-05-02 00:00:00.000,"12:03 PM",41449,4.707,Massachusetts,MA
Bobby,Male,1984-06-05 00:00:00.000,"7:40 AM",93368,2.88,Massachusetts,MA
Ernest,Male,1997-09-06 00:00:00.000,"2:02 PM",53335,9.192,Massachusetts,MA
Charles,Male,1997-09-03 00:00:00.000,"10:04 AM",148291,6.002,Massachusetts,MA
Bobby,Male,1996-08-19 00:00:00.000,"1:16 AM",147842,16.158,Massachusetts,MA
Diana,Female,2004-11-19 00:00:00.000,"8:47 AM",105066,17.343,Massachusetts,MA
Mildred,Female,2007-04-06 00:00:00.000,"10:06 PM",139284,11.39,Massachusetts,MA
Harry,Male,1985-02-10 00:00:00.000,"7:46 PM",63046,10.411,Massachusetts,MA
Phillip,,2003-10-20 00:00:00.000,"11:09 AM",89700,2.277,Massachusetts,MA
Bonnie,,2006-01-18 00:00:00.000,"6:52 PM",108946,12.211,Massachusetts,MA
Marie,Female,1993-12-08 00:00:00.000,"6:28 PM",98406,7.943,Massachusetts,MA
Sean,Male,2006-04-25 00:00:00.000,"4:51 PM",108581,9.634,Massachusetts,MA
Robin,Female,2012-10-01 00:00:00.000,"2:44 AM",41808,19.239,Massachusetts,MA
Phillip,Male,1984-10-07 00:00:00.000,"11:05 AM",36837,14.66,Massachusetts,MA
Jerry,Male,1989-03-26 00:00:00.000,"4:15 AM",140850,18.855,Massachusetts,MA
Ronald,Male,1983-05-25 00:00:00.000,"10:05 AM",50426,18.536,Massachusetts,MA
Phillip,Male,1984-05-15 00:00:00.000,"6:15 AM",134120,6.842,Massachusetts,MA
Ryan,Male,2012-11-16 00:00:00.000,"1:47 PM",57292,6.01,Massachusetts,MA
Karen,Female,1997-08-29 00:00:00.000,"4:56 PM",80633,16.306,Massachusetts,MA
Bonnie,Female,2004-08-25 00:00:00.000,"2:17 AM",131943,14.249,Massachusetts,MA
Earl,Male,2013-06-15 00:00:00.000,"3:00 AM",48046,7.737,Massachusetts,MA
Katherine,Female,2013-08-18 00:00:00.000,"3:58 PM",97443,13.657,Massachusetts,MA
Matthew,Male,1995-08-03 00:00:00.000,"5:39 AM",135352,7.986,Massachusetts,MA
Cynthia,,1996-11-19 00:00:00.000,"10:40 PM",107816,18.751,Massachusetts,MA
Gerald,Male,2003-03-29 00:00:00.000,"10:37 AM",96329,2.469,Massachusetts,MA
Brenda,Female,2015-01-18 00:00:00.000,"4:39 PM",73749,19.332,Massachusetts,MA
Jason,Male,1998-05-01 00:00:00.000,"6:05 PM",75607,4.299,Massachusetts,MA
Melissa,Female,1994-09-08 00:00:00.000,"4:11 AM",98858,3.525,Massachusetts,MA
Beverly,Female,1998-04-11 00:00:00.000,"2:27 PM",76485,9.212,Massachusetts,MA
Terry,,1992-09-11 00:00:00.000,"4:41 PM",41238,8.219,Massachusetts,MA
,Male,1980-09-05 00:00:00.000,"7:36 AM",114896,13.823,Massachusetts,MA
Jacqueline,Female,2003-05-25 00:00:00.000,"7:13 PM",125418,8.064,Massachusetts,MA
Amy,Female,2009-05-20 00:00:00.000,"6:26 AM",75415,19.132,Massachusetts,MA
Robert,,2007-05-25 00:00:00.000,"3:17 AM",90998,8.382,Massachusetts,MA
Ruby,Female,1980-01-28 00:00:00.000,"11:08 PM",142868,6.318,Massachusetts,MA
Sara,,2014-11-18 00:00:00.000,"2:47 PM",135990,14.344,Massachusetts,MA
Kathryn,Female,1995-10-27 00:00:00.000,"3:39 PM",57300,18.015,Massachusetts,MA
Lisa,Female,2003-10-17 00:00:00.000,"1:42 PM",73706,18.53,Massachusetts,MA
Juan,Male,1993-10-06 00:00:00.000,"8:52 AM",85871,9.16,Massachusetts,MA
Anthony,Male,2014-01-30 00:00:00.000,"9:04 PM",96795,14.837,Massachusetts,MA
David,Male,2009-12-05 00:00:00.000,"8:48 AM",92242,15.407,Massachusetts,MA
Marilyn,Female,2007-10-08 00:00:00.000,"12:32 AM",115149,11.934,Massachusetts,MA
Margaret,Female,2001-01-04 00:00:00.000,"3:07 AM",126924,1.552,Massachusetts,MA
,Male,2015-11-24 00:00:00.000,"3:11 AM",145329,7.1,Massachusetts,MA
Timothy,Male,1991-08-25 00:00:00.000,"10:37 AM",92587,8.475,Massachusetts,MA
Brandon,Male,1995-10-23 00:00:00.000,"12:04 PM",60263,2.709,Massachusetts,MA
Frank,Male,2013-07-27 00:00:00.000,"4:32 PM",91406,5.681,Massachusetts,MA
Betty,Female,2002-11-19 00:00:00.000,"10:40 AM",37005,7.645,Massachusetts,MA
Janice,,1991-11-19 00:00:00.000,"6:02 PM",139791,16.968,Massachusetts,MA
Victor,Male,2010-03-10 00:00:00.000,"5:01 PM",45267,3.942,Massachusetts,MA
Kenneth,,1994-02-28 00:00:00.000,"10:10 AM",95296,10.146,Massachusetts,MA
Jane,Female,2012-04-27 00:00:00.000,"2:12 PM",59680,15.211,Massachusetts,MA
Walter,Male,1992-05-21 00:00:00.000,"12:39 AM",144701,16.323,Massachusetts,MA
Christina,Female,2002-06-23 00:00:00.000,"3:18 PM",35477,18.178,Massachusetts,MA
Patricia,Female,1995-10-10 00:00:00.000,"4:52 PM",119266,6.911,Massachusetts,MA
,Male,2001-05-23 00:00:00.000,"7:52 PM",103877,6.322,Massachusetts,MA
Heather,Female,1983-07-29 00:00:00.000,"10:48 AM",47605,14.955,Massachusetts,MA
Stephanie,Female,1988-06-26 00:00:00.000,"5:48 AM",136604,6.16,Massachusetts,MA
Alice,Female,2013-02-09 00:00:00.000,"12:49 AM",121250,4.363,Massachusetts,MA
Frances,Female,2014-05-16 00:00:00.000,"8:31 AM",35884,17.667,Massachusetts,MA
Elizabeth,Female,1998-07-27 00:00:00.000,"11:12 AM",137144,10.081,Massachusetts,MA
Janice,Female,2009-12-17 00:00:00.000,"6:42 AM",102697,3.283,Massachusetts,MA
Donald,Male,1991-08-01 00:00:00.000,"2:25 AM",61999,6.466,Massachusetts,MA
Melissa,Female,2002-10-22 00:00:00.000,"1:20 AM",45223,8.879,Massachusetts,MA
Carl,Male,2010-07-07 00:00:00.000,"1:33 PM",54033,15.528,Massachusetts,MA
Joe,Male,1998-12-08 00:00:00.000,"10:28 AM",126120,1.02,Massachusetts,MA
Lois,Female,2015-12-11 00:00:00.000,"4:10 PM",99747,6.168,Massachusetts,MA
Ann,Female,2001-09-28 00:00:00.000,"6:37 AM",71958,5.272,Massachusetts,MA
Todd,Male,1983-01-04 00:00:00.000,"12:34 PM",115566,6.716,Massachusetts,MA
Marilyn,Female,1996-01-16 00:00:00.000,"7:18 AM",118369,7.696,Massachusetts,MA
Shawn,Male,2008-03-13 00:00:00.000,"5:36 PM",51667,6.339,Massachusetts,MA
Ryan,Male,1999-04-27 00:00:00.000,"3:41 AM",85858,19.475,Massachusetts,MA
Sean,Male,2009-03-21 00:00:00.000,"11:38 AM",131423,8.957,Massachusetts,MA
Rose,Female,2002-01-02 00:00:00.000,"9:14 PM",49538,9.828,Massachusetts,MA
George,Male,2015-06-05 00:00:00.000,"5:40 AM",50369,18.9,Massachusetts,MA
Arthur,Male,2013-12-05 00:00:00.000,"8:44 AM",86615,3.412,Massachusetts,MA
Irene,,1991-02-28 00:00:00.000,"10:23 PM",135369,4.38,Massachusetts,MA
Deborah,Female,2003-11-11 00:00:00.000,"4:53 PM",60003,9.624,Massachusetts,MA
,Female,2000-08-23 00:00:00.000,"4:19 PM",95866,19.388,Massachusetts,MA
Judith,Female,2004-03-01 00:00:00.000,"7:32 AM",109324,19.488,Massachusetts,MA
Philip,Male,2005-03-11 00:00:00.000,"10:56 AM",103557,16.014,Massachusetts,MA
Jeffrey,Male,1986-09-20 00:00:00.000,"6:06 AM",111376,2.673,Massachusetts,MA
Theresa,Female,2001-04-27 00:00:00.000,"9:17 PM",75661,1.079,Massachusetts,MA
Nancy,Female,2001-09-10 00:00:00.000,"11:57 PM",85213,2.386,Massachusetts,MA
Harold,Male,2012-06-23 00:00:00.000,"12:40 PM",140444,3.771,Massachusetts,MA
Bonnie,Female,2008-12-23 00:00:00.000,"9:26 AM",90427,2.01,Massachusetts,MA
Doris,Female,1993-07-05 00:00:00.000,"5:54 PM",141439,3.799,Massachusetts,MA
Samuel,Male,1997-08-07 00:00:00.000,"12:40 PM",43694,3.787,Massachusetts,MA
Alice,Female,1996-03-23 00:00:00.000,"3:09 AM",131952,12.09,Massachusetts,MA
Maria,Female,2003-03-14 00:00:00.000,"5:23 PM",96250,10.056,Massachusetts,MA
Aaron,,1986-01-22 00:00:00.000,"7:39 PM",63126,18.424,Massachusetts,MA
Mark,,2006-09-09 00:00:00.000,"12:27 PM",44836,2.657,Massachusetts,MA
Ralph,,1995-07-28 00:00:00.000,"6:53 PM",70635,2.147,Massachusetts,MA
Andrew,Male,1990-09-28 00:00:00.000,"9:38 AM",137386,8.611,Massachusetts,MA
William,Male,1997-06-26 00:00:00.000,"8:33 AM",104840,15.653,Massachusetts,MA
Lori,Female,2015-11-20 00:00:00.000,"1:15 PM",75498,6.537,Massachusetts,MA
Wayne,Male,2006-09-08 00:00:00.000,"11:09 AM",67471,2.728,Massachusetts,MA
Kenneth,Male,2006-05-10 00:00:00.000,"8:24 AM",101914,1.905,Massachusetts,MA
Gerald,,1989-04-15 00:00:00.000,"12:44 PM",93712,17.426,Massachusetts,MA
,Female,1985-09-15 00:00:00.000,"1:50 AM",133472,16.941,Massachusetts,MA
,Male,2012-07-30 00:00:00.000,"3:07 PM",107351,5.329,Massachusetts,MA
Ashley,Female,2006-03-31 00:00:00.000,"1:24 PM",142410,11.048,Massachusetts,MA
Scott,Male,2011-08-20 00:00:00.000,"8:08 AM",37385,8.226,Massachusetts,MA
Paula,Female,1983-05-21 00:00:00.000,"11:42 AM",58423,10.833,Massachusetts,MA
,Female,2010-09-14 00:00:00.000,"5:19 AM",143638,9.662,Massachusetts,MA
Teresa,Female,2013-01-22 00:00:00.000,"3:17 PM",113425,11.907,Massachusetts,MA
Randy,Male,2012-02-25 00:00:00.000,"5:33 AM",57266,14.077,Massachusetts,MA
Joe,Male,1980-01-19 00:00:00.000,"4:06 PM",119667,1.148,Massachusetts,MA
Sarah,Female,2014-08-17 00:00:00.000,"11:08 PM",127118,11.176,Massachusetts,MA
Beverly,Female,1986-10-17 00:00:00.000,"12:51 AM",80838,8.115,Massachusetts,MA
Jeffrey,Male,1984-02-03 00:00:00.000,"1:26 PM",70990,15.901,Massachusetts,MA
Gloria,Female,1987-10-24 00:00:00.000,"4:43 AM",39833,9.631,Massachusetts,MA
Albert,Male,1992-09-19 00:00:00.000,"2:35 AM",45094,5.85,Massachusetts,MA
Stephen,Male,1989-10-29 00:00:00.000,"11:34 PM",93997,18.093,Massachusetts,MA
Antonio,,1989-06-18 00:00:00.000,"9:37 PM",103050,3.05,Massachusetts,MA
Jonathan,Male,2013-08-21 00:00:00.000,"12:45 AM",121797,16.923,Massachusetts,MA
Ann,Female,1994-09-23 00:00:00.000,"11:15 AM",89443,17.94,Massachusetts,MA
Bruce,Male,1980-05-07 00:00:00.000,"8:00 PM",35802,12.391,Massachusetts,MA
Catherine,Female,1989-09-25 00:00:00.000,"1:31 AM",68164,18.393,Massachusetts,MA
Louis,Male,2011-08-16 00:00:00.000,"5:19 PM",93022,9.146,Massachusetts,MA
Thomas,Male,2016-03-12 00:00:00.000,"3:10 PM",105681,19.572,Massachusetts,MA
Louise,Female,1995-03-27 00:00:00.000,"10:27 PM",43050,11.671,Massachusetts,MA
Linda,Female,2010-02-04 00:00:00.000,"8:49 PM",44486,17.308,Massachusetts,MA
Alice,Female,1988-09-03 00:00:00.000,"8:54 PM",63571,15.397,Massachusetts,MA
Patrick,Male,2002-12-30 00:00:00.000,"2:01 AM",75423,5.368,Massachusetts,MA
Victor,,2006-07-28 00:00:00.000,"2:49 PM",76381,11.159,Massachusetts,MA
Russell,Male,2013-05-10 00:00:00.000,"11:08 PM",137359,11.105,Massachusetts,MA
Harry,Male,2011-08-30 00:00:00.000,"6:31 PM",67656,16.455,Massachusetts,MA
Susan,Female,1995-04-07 00:00:00.000,"10:05 PM",92436,12.467,Massachusetts,MA
Denise,Female,1992-10-19 00:00:00.000,"5:42 AM",137954,4.195,Massachusetts,MA
Sarah,Female,1995-12-04 00:00:00.000,"9:16 AM",124566,5.949,Massachusetts,MA
Sean,Male,1983-01-17 00:00:00.000,"2:23 PM",66146,11.178,Massachusetts,MA
Ernest,Male,2013-07-20 00:00:00.000,"6:41 AM",142935,13.198,Massachusetts,MA
Kimberly,Female,2013-01-26 00:00:00.000,"12:57 AM",46233,8.862,Massachusetts,MA
James,Male,1993-01-15 00:00:00.000,"5:19 PM",148985,19.28,Massachusetts,MA
